patient,t_slice,t-1,t,t+1
1019,090,CRLM-CT-1019_1-089.npy,CRLM-CT-1019_1-090.npy,CRLM-CT-1019_1-091.npy
1019,091,CRLM-CT-1019_1-090.npy,CRLM-CT-1019_1-091.npy,CRLM-CT-1019_1-092.npy
1019,092,CRLM-CT-1019_1-091.npy,CRLM-CT-1019_1-092.npy,CRLM-CT-1019_1-093.npy
1019,093,CRLM-CT-1019_1-092.npy,CRLM-CT-1019_1-093.npy,CRLM-CT-1019_1-094.npy
1019,094,CRLM-CT-1019_1-093.npy,CRLM-CT-1019_1-094.npy,CRLM-CT-1019_1-095.npy
1019,095,CRLM-CT-1019_1-094.npy,CRLM-CT-1019_1-095.npy,CRLM-CT-1019_1-096.npy
1019,096,CRLM-CT-1019_1-095.npy,CRLM-CT-1019_1-096.npy,CRLM-CT-1019_1-097.npy
1019,097,CRLM-CT-1019_1-096.npy,CRLM-CT-1019_1-097.npy,CRLM-CT-1019_1-098.npy
1019,098,CRLM-CT-1019_1-097.npy,CRLM-CT-1019_1-098.npy,CRLM-CT-1019_1-099.npy
1019,099,CRLM-CT-1019_1-098.npy,CRLM-CT-1019_1-099.npy,CRLM-CT-1019_1-100.npy
1019,100,CRLM-CT-1019_1-099.npy,CRLM-CT-1019_1-100.npy,CRLM-CT-1019_1-101.npy
1019,101,CRLM-CT-1019_1-100.npy,CRLM-CT-1019_1-101.npy,CRLM-CT-1019_1-102.npy
1019,102,CRLM-CT-1019_1-101.npy,CRLM-CT-1019_1-102.npy,CRLM-CT-1019_1-103.npy
1019,103,CRLM-CT-1019_1-102.npy,CRLM-CT-1019_1-103.npy,CRLM-CT-1019_1-104.npy
1019,104,CRLM-CT-1019_1-103.npy,CRLM-CT-1019_1-104.npy,CRLM-CT-1019_1-105.npy
1019,105,CRLM-CT-1019_1-104.npy,CRLM-CT-1019_1-105.npy,CRLM-CT-1019_1-106.npy
1019,106,CRLM-CT-1019_1-105.npy,CRLM-CT-1019_1-106.npy,CRLM-CT-1019_1-107.npy
1019,107,CRLM-CT-1019_1-106.npy,CRLM-CT-1019_1-107.npy,CRLM-CT-1019_1-109.npy
1019,109,CRLM-CT-1019_1-107.npy,CRLM-CT-1019_1-109.npy,CRLM-CT-1019_1-110.npy
1019,110,CRLM-CT-1019_1-109.npy,CRLM-CT-1019_1-110.npy,CRLM-CT-1019_1-111.npy
1019,111,CRLM-CT-1019_1-110.npy,CRLM-CT-1019_1-111.npy,CRLM-CT-1019_1-112.npy
1019,112,CRLM-CT-1019_1-111.npy,CRLM-CT-1019_1-112.npy,CRLM-CT-1019_1-113.npy
1019,113,CRLM-CT-1019_1-112.npy,CRLM-CT-1019_1-113.npy,CRLM-CT-1019_1-114.npy
1020,005,CRLM-CT-1020_1-004.npy,CRLM-CT-1020_1-005.npy,CRLM-CT-1020_1-006.npy
1020,006,CRLM-CT-1020_1-005.npy,CRLM-CT-1020_1-006.npy,CRLM-CT-1020_1-007.npy
1020,007,CRLM-CT-1020_1-006.npy,CRLM-CT-1020_1-007.npy,CRLM-CT-1020_1-008.npy
1020,008,CRLM-CT-1020_1-007.npy,CRLM-CT-1020_1-008.npy,CRLM-CT-1020_1-009.npy
1020,009,CRLM-CT-1020_1-008.npy,CRLM-CT-1020_1-009.npy,CRLM-CT-1020_1-010.npy
1020,010,CRLM-CT-1020_1-009.npy,CRLM-CT-1020_1-010.npy,CRLM-CT-1020_1-011.npy
1020,011,CRLM-CT-1020_1-010.npy,CRLM-CT-1020_1-011.npy,CRLM-CT-1020_1-012.npy
1020,012,CRLM-CT-1020_1-011.npy,CRLM-CT-1020_1-012.npy,CRLM-CT-1020_1-013.npy
1020,013,CRLM-CT-1020_1-012.npy,CRLM-CT-1020_1-013.npy,CRLM-CT-1020_1-014.npy
1020,014,CRLM-CT-1020_1-013.npy,CRLM-CT-1020_1-014.npy,CRLM-CT-1020_1-015.npy
1020,015,CRLM-CT-1020_1-014.npy,CRLM-CT-1020_1-015.npy,CRLM-CT-1020_1-016.npy
1020,016,CRLM-CT-1020_1-015.npy,CRLM-CT-1020_1-016.npy,CRLM-CT-1020_1-017.npy
1020,017,CRLM-CT-1020_1-016.npy,CRLM-CT-1020_1-017.npy,CRLM-CT-1020_1-018.npy
1020,018,CRLM-CT-1020_1-017.npy,CRLM-CT-1020_1-018.npy,CRLM-CT-1020_1-019.npy
1020,019,CRLM-CT-1020_1-018.npy,CRLM-CT-1020_1-019.npy,CRLM-CT-1020_1-020.npy
1020,020,CRLM-CT-1020_1-019.npy,CRLM-CT-1020_1-020.npy,CRLM-CT-1020_1-021.npy
1020,021,CRLM-CT-1020_1-020.npy,CRLM-CT-1020_1-021.npy,CRLM-CT-1020_1-022.npy
1020,022,CRLM-CT-1020_1-021.npy,CRLM-CT-1020_1-022.npy,CRLM-CT-1020_1-023.npy
1020,023,CRLM-CT-1020_1-022.npy,CRLM-CT-1020_1-023.npy,CRLM-CT-1020_1-024.npy
1026,013,CRLM-CT-1026_1-012.npy,CRLM-CT-1026_1-013.npy,CRLM-CT-1026_1-014.npy
1026,014,CRLM-CT-1026_1-013.npy,CRLM-CT-1026_1-014.npy,CRLM-CT-1026_1-016.npy
1026,016,CRLM-CT-1026_1-014.npy,CRLM-CT-1026_1-016.npy,CRLM-CT-1026_1-017.npy
1026,017,CRLM-CT-1026_1-016.npy,CRLM-CT-1026_1-017.npy,CRLM-CT-1026_1-018.npy
1026,018,CRLM-CT-1026_1-017.npy,CRLM-CT-1026_1-018.npy,CRLM-CT-1026_1-019.npy
1026,019,CRLM-CT-1026_1-018.npy,CRLM-CT-1026_1-019.npy,CRLM-CT-1026_1-020.npy
1026,020,CRLM-CT-1026_1-019.npy,CRLM-CT-1026_1-020.npy,CRLM-CT-1026_1-021.npy
1026,021,CRLM-CT-1026_1-020.npy,CRLM-CT-1026_1-021.npy,CRLM-CT-1026_1-022.npy
1026,022,CRLM-CT-1026_1-021.npy,CRLM-CT-1026_1-022.npy,CRLM-CT-1026_1-023.npy
